13888,99976,113864
91349,98642,189991
8292,92950,101242
73453,82047,155500
12917,19956,32873
1877,20313,22190
58646,43608,102254
46050,59268,105318
5485,25695,31180
80464,79690,160154
56504,69523,126027
40194,29068,69262
69039,68834,137873
93595,94662,188257
28798,74380,103178
84743,40994,125737
15832,45056,60888
16859,11946,28805
38681,2126,40807
43935,43046,86981
6313,64393,70706
22455,27207,49662
27418,61721,89139
52709,82087,134796
20553,20085,40638
39116,73084,112200
47422,95214,142636
40624,39701,80325
81253,12969,94222
57657,1790,59447
94499,63471,157970
67344,62392,129736
92416,36945,129361
88650,83711,172361
63757,76011,139768
19894,96690,116584
7535,79924,87459
49319,3523,52842
78832,71403,150235
27996,65030,93026
49827,28254,78081
50303,9875,60178
39952,41913,81865
91415,44746,136161
89640,43301,132941
19355,8595,27950
85223,6629,91852
26061,59688,85749
57637,14737,72374
78365,89551,167916
82039,17780,99819
97263,88510,185773
60175,91586,151761
57062,56737,113799
52955,68864,121819
87711,35064,122775
1215,24004,25219
25002,59418,84420
72838,5186,78024
35597,74283,109880
20690,11258,31948
74986,79106,154092
48080,81565,129645
84473,84186,168659
39515,84700,124215
94940,79569,174509
74646,33147,107793
20833,99838,120671
63722,79086,142808
62408,99722,162130
84466,21917,106383
76415,9625,86040
2255,58463,60718
70242,14308,84550
94246,44220,138466
41411,4587,45998
86801,63751,150552
24388,35812,60200
83506,32904,116410
44324,91353,135677
29110,57664,86774
42547,70416,112963
39533,3397,42930
8579,53733,62312
95372,80077,175449
22675,66145,88820
46850,71138,117988
37220,90381,127601
86603,13961,100564
47506,68721,116227
85132,65630,150762
54300,78690,132990
98290,2047,100337
87681,14521,102202
93392,8173,101565
56756,75857,132613
4179,15022,19201
818,75720,76538
20639,5477,26116
37745,23589,61334
26704,57931,84635
17054,41715,58769
77689,31655,109344
27949,51631,79580
22242,8941,31183
20394,63188,83582
40122,37959,78081
94438,47417,141855
10802,80326,91128
34199,55157,89356
10337,76358,86695
79311,7308,86619
29859,71778,101637
52778,72545,125323
28286,23210,51496
81609,18648,100257
98446,27394,125840
66654,15652,82306
63954,69861,133815
21655,54360,76015
56591,6388,62979
12640,40091,52731
33034,69027,102061
72687,24303,96990
17839,39103,56942
80109,16075,96184
81880,21041,102921
94592,82313,176905
45477,96777,142254
93183,35931,129114
64066,29577,93643
25770,24200,49970
72551,41308,113859
89999,10339,100338
36950,33597,70547
35525,19968,55493
41430,35376,76806
86036,84690,170726
29909,27874,57783
80730,90145,170875
19648,36965,56613
49081,14536,63617
15604,11038,26642
5041,27444,32485
4714,54830,59544
53175,1542,54717
33381,78772,112153
83059,81216,164275
40828,81212,122040
46306,16476,62782
54228,82180,136408
98756,11763,110519
69807,76513,146320
28054,76684,104738
24761,5322,30083
82639,63979,146618
27972,54536,82508
7946,57804,65750
44525,97015,141540
86817,95902,182719
34545,35686,70231
99216,56216,155432
45357,25155,70512
61160,43664,104824
9880,28752,38632
91121,87978,179099
36277,27149,63426
24090,71918,96008
9829,46408,56237
69489,65372,134861
5551,81535,87086
91777,23300,115077
59084,99641,158725
98850,16932,115782
3762,872,4634
57789,90189,147978
74429,82061,156490
24736,43172,67908
2477,36925,39402
1471,73849,75320
86033,87734,173767
84610,81635,166245
32906,52577,85483
624,23840,24464
12525,62654,75179
72481,81878,154359
20796,4370,25166
1190,81681,82871
74135,85779,159914
59408,42397,101805
77587,71237,148824
37161,41441,78602
15766,53428,69194
45135,26442,71577
55773,96324,152097
7647,64043,71690
2368,22908,25276
25990,7909,33899
3166,95509,98675
64122,64351,128473
50098,75266,125364
91831,3083,94914
63617,53858,117475
84497,13100,97597
31438,94305,125743
80705,8738,89443
47793,97376,145169
91779,81632,173411
25955,10636,36591
70759,27228,97987
99536,66550,166086
51461,33621,85082
98476,5376,103852
15891,71176,87067
89726,17325,107051
15553,48578,64131
86587,11518,98105
18173,16472,34645
94951,95382,190333
92542,17939,110481
3799,78481,82280
80434,85802,166236
28727,92294,121021
71560,78847,150407
12320,11058,23378
75803,51713,127516
9606,28564,38170
70096,27780,97876
72283,39638,111921
39714,18981,58695
20716,42525,63241
12553,91678,104231
87088,17052,104140
8896,4297,13193
62565,11552,74117
98025,38541,136566
83897,23796,107693
7696,92626,100322
37430,98080,135510
23961,41327,65288
18661,17343,36004
90518,50136,140654
99294,7163,106457
25685,73612,99297
91803,83888,175691
66413,39842,106255
92573,99266,191839
97607,45068,142675
17869,27962,45831
78736,70347,149083
93701,49716,143417
54930,97984,152914
51329,29659,80988
79741,37752,117493
87618,66286,153904
8073,79590,87663
33385,16300,49685
46382,46118,92500
13165,62691,75856
36662,53014,89676
42916,79528,122444
89311,53686,142997
17077,69233,86310
30028,22522,52550
82588,61957,144545
19982,69251,89233
17572,44897,62469
11733,8720,20453
26350,2719,29069
51040,82488,133528
4462,73369,77831
42335,56712,99047
98857,9246,108103
1790,46658,48448
50635,93482,144117
42600,54558,97158
94877,92336,187213
70402,81141,151543
68633,84939,153572
92019,83399,175418
44621,29646,74267
38308,3966,42274
44091,77060,121151
28623,40338,68961
48109,24831,72940
48419,53657,102076
84462,88108,172570
20296,78104,98400
44239,87261,131500
35996,17511,53507
3331,8747,12078
42645,99197,141842
78968,84534,163502
71562,23080,94642
92325,89493,181818
87533,49869,137402
50345,60393,110738
8107,71684,79791
16452,65793,82245
83052,13855,96907
59552,82281,141833
89373,94715,184088
54837,424,55261
32357,93782,126139
70064,56018,126082
83231,42436,125667
63441,30306,93747
14688,79310,93998
8925,41353,50278
88905,96341,185246
79136,48046,127182
36468,20577,57045
57687,80770,138457
17215,22178,39393
91460,81090,172550
1109,49431,50540
56535,9838,66373
84905,38243,123148
40128,890,41018
32767,44831,77598
64687,49490,114177
55846,18740,74586
21556,37404,58960
55016,51740,106756
19665,25544,45209
70961,41690,112651
33047,67046,100093
31866,14809,46675
13179,41215,54394
45052,81686,126738
6706,72006,78712
4149,31883,36032
3556,46352,49908
27783,50812,78595
5151,79274,84425
80351,2435,82786
51389,18336,69725
55391,83219,138610
21871,50897,72768
99087,77174,176261
37967,59902,97869
37276,9231,46507
12542,81825,94367
33947,60534,94481
83729,62485,146214
58446,91163,149609
58944,49666,108610
76888,73064,149952
17176,77004,94180
90229,33770,123999
10093,70335,80428
73393,70070,143463
18970,76611,95581
56346,18487,74833
20995,36094,57089
20763,14903,35666
66532,56956,123488
42168,93977,136145
93646,95838,189484
42949,52339,95288
95095,18802,113897
63832,92133,155965
95973,16410,112383
35685,2147,37832
26676,48927,75603
24236,13072,37308
37989,56830,94819
89286,26738,116024
57645,20115,77760
60910,26134,87044
51813,75680,127493
80241,88673,168914
76496,74236,150732
82654,54304,136958
89425,81958,171383
77313,15460,92773
67561,35038,102599
48907,9038,57945
75153,48275,123428
79261,34359,113620
19415,47442,66857
7821,61496,69317
17798,99487,117285
36610,35867,72477
86142,58824,144966
21159,28412,49571
39486,59638,99124
92200,2015,94215
31082,42342,73424
16314,7676,23990
23676,86483,110159
20149,66137,86286
74805,21544,96349
96415,43646,140061
94892,37993,132885
2132,84891,87023
95966,97049,193015
52543,37573,90116
80928,65391,146319
78817,38884,117701
50395,57911,108306
36194,8519,44713
45879,88352,134231
15567,33377,48944
41849,41794,83643
19560,40443,60003
78951,17118,96069
34351,79170,113521
77522,82629,160151
24806,10465,35271
50692,33,50725
42889,10766,53655
63569,92935,156504
45312,34973,80285
79637,56946,136583
91396,12948,104344
89150,99766,188916
49347,53428,102775
61187,2202,63389
94062,97923,191985
61297,95969,157266
91027,55780,146807
14264,90372,104636
45561,8578,54139
35792,53932,89724
38313,55003,93316
8629,98184,106813
13579,83757,97336
92692,82273,174965
21340,60274,81614
41422,59570,100992
4562,59014,63576
1577,91236,92813
29854,61949,91803
28542,283,28825
54208,27937,82145
90136,4405,94541
15203,58713,73916
49758,16116,65874
12421,87066,99487
75313,40689,116002
88092,91843,179935
18359,7600,25959
41837,57597,99434
76473,10813,87286
62537,11436,73973
32248,62087,94335
24603,13063,37666
87019,1095,88114
10627,38899,49526
66581,88131,154712
46567,52703,99270
87690,97274,184964
95635,83184,178819
21616,10074,31690
98204,63177,161381
78515,37036,115551
26984,64204,91188
6815,24586,31401
49229,40325,89554
40877,72426,113303
14629,80296,94925
95650,92405,188055
81541,74730,156271
29553,72705,102258
442,3895,4337
73731,60943,134674
20490,91337,111827
59300,2211,61511
63822,42015,105837
82732,87365,170097
7110,24444,31554
15201,85936,101137
22950,50614,73564
63543,55785,119328
40163,15051,55214
71820,41012,112832
36637,47849,84486
6679,16945,23624
41955,63722,105677
20000,49243,69243
90502,6478,96980
3981,47792,51773
29762,90190,119952
31119,49505,80624
61742,49698,111440
93680,97915,191595
54416,59074,113490
92397,66632,159029
93114,42261,135375
51343,34326,85669
61632,66861,128493
25714,32030,57744
66470,43196,109666
55457,55189,110646
25596,15243,40839
34284,50121,84405
82317,78248,160565
50276,34760,85036
8296,24393,32689
94820,8583,103403
98735,13377,112112
39882,19281,59163
78052,31060,109112
14484,23486,37970
62393,52665,115058
42627,97551,140178
76270,90331,166601
99630,23634,123264
3911,15840,19751
17849,86947,104796
74055,36621,110676
93007,45663,138670
22497,53777,76274
68531,94970,163501
15466,9363,24829
72880,10296,83176
81154,73766,154920
92022,45314,137336
57603,79049,136652
24189,92763,116952
47834,93742,141576
11537,29626,41163
70094,68927,139021
31549,79434,110983
43590,24141,67731
82985,17067,100052
31183,54823,86006
81173,65890,147063
97614,64483,162097
41939,10273,52212
60200,3334,63534
21436,53022,74458
15162,53540,68702
82929,81291,164220
99902,62127,162029
54220,53296,107516
87279,14429,101708
50658,74968,125626
76739,58203,134942
29118,45099,74217
45593,28469,74062
56998,83974,140972
32795,32519,65314
94053,1449,95502
98454,14581,113035
20296,96788,117084
82230,69464,151694
60135,47935,108070
20504,12239,32743
82543,21381,103924
59433,23873,83306
44389,97546,141935
89898,14937,104835
77820,61620,139440
91271,64079,155350
52546,81766,134312
3480,87845,91325
50865,56862,107727
5107,74066,79173
12932,46917,59849
44984,13897,58881
75492,58348,133840
35241,38443,73684
64771,78477,143248
64655,48460,113115
42824,54748,97572
38764,95997,134761
91293,78471,169764
29755,2377,32132
43140,34086,77226
50578,45869,96447
25583,46211,71794
5991,81068,87059
6720,13752,20472
6812,21189,28001
33506,71571,105077
90780,47556,138336
72211,40047,112258
18048,30744,48792
82060,43778,125838
79290,51412,130702
18650,17005,35655
17703,53110,70813
77504,68252,145756
62990,47856,110846
64882,91029,155911
35573,61650,97223
9407,49759,59166
33097,52268,85365
8833,97451,106284
1191,48352,49543
67555,52506,120061
35713,68623,104336
53676,90895,144571
43287,67439,110726
66527,16990,83517
43515,28407,71922
85599,92371,177970
51129,60766,111895
89629,41885,131514
89291,20957,110248
33143,4265,37408
6063,33548,39611
15224,38769,53993
28185,80060,108245
61636,96983,158619
33840,63492,97332
86359,77319,163678
15659,8356,24015
12909,10643,23552
21238,13942,35180
91428,99734,191162
95502,47675,143177
96559,37140,133699
942,7467,8409
56043,64596,120639
91039,3976,95015
42567,31941,74508
56511,73616,130127
98202,55806,154008
23778,95153,118931
90918,33523,124441
9542,87683,97225
27068,58467,85535
77641,27193,104834
77651,46608,124259
2744,95782,98526
85301,64088,149389
98380,41326,139706
3456,74649,78105
47033,32235,79268
19262,80000,99262
88190,11395,99585
54141,80203,134344
28174,56517,84691
14682,63985,78667
79865,83514,163379
71574,22974,94548
13268,7786,21054
19890,92323,112213
40163,63662,103825
41752,55973,97725
6467,58584,65051
93019,43454,136473
94598,95630,190228
76033,21530,97563
82397,64781,147178
64670,70515,135185
52111,45016,97127
29995,95469,125464
72739,38491,111230
86641,60583,147224
63250,11778,75028
85906,13330,99236
60775,61643,122418
2753,5738,8491
99559,24196,123755
95162,70602,165764
58705,26844,85549
50414,76923,127337
52849,60397,113246
99115,13625,112740
79954,42898,122852
73518,23928,97446
93300,26826,120126
30860,34017,64877
50564,22087,72651
72557,97026,169583
13362,96514,109876
69700,90613,160313
46991,45965,92956
87313,79442,166755
65139,40994,106133
77062,49906,126968
2229,41738,43967
155,86572,86727
71302,14966,86268
16473,88200,104673
43147,51433,94580
67542,45710,113252
82411,24144,106555
23238,64936,88174
64270,72818,137088
13819,34006,47825
18007,68423,86430
10491,89921,100412
67840,65634,133474
64487,92663,157150
25271,88679,113950
51830,24648,76478
52563,92909,145472
3239,14106,17345
49172,25727,74899
85960,77444,163404
11195,9402,20597
10134,92268,102402
12300,53124,65424
57594,52716,110310
28284,72610,100894
90050,80683,170733
42665,73499,116164
55091,42942,98033
98706,12483,111189
47570,18575,66145
37102,12417,49519
51251,25036,76287
36661,45160,81821
75930,12916,88846
16505,30253,46758
16635,82182,98817
85225,42242,127467
40010,68658,108668
4932,45121,50053
30734,71392,102126
88945,22629,111574
55715,56600,112315
17863,62800,80663
16532,59414,75946
77568,71169,148737
94438,34305,128743
30378,21195,51573
86160,60371,146531
12531,76200,88731
74300,64292,138592
46554,64407,110961
14464,68664,83128
99777,76947,176724
24249,9652,33901
55694,21510,77204
32216,19472,51688
15644,55982,71626
5539,79067,84606
52826,68243,121069
3547,35122,38669
28117,42616,70733
49948,45362,95310
5962,95639,101601
4357,86122,90479
45698,21577,67275
87113,91246,178359
92360,89589,181949
13859,63114,76973
48150,39415,87565
45168,3524,48692
95585,5825,101410
55281,73550,128831
98970,98566,197536
72970,25025,97995
43564,34397,77961
90919,79029,169948
60857,23476,84333
22009,72078,94087
33082,36970,70052
19788,8232,28020
79015,28746,107761
72641,60414,133055
36000,78169,114169
14574,81275,95849
38912,16250,55162
5377,87766,93143
70857,29325,100182
5920,24328,30248
48531,56682,105213
72683,24200,96883
69806,59782,129588
79513,64047,143560
38904,38837,77741
73213,21031,94244
35186,25144,60330
46815,48563,95378
11904,10720,22624
34271,75294,109565
95949,93179,189128
18485,63748,82233
91240,14262,105502
61850,47211,109061
94766,14528,109294
95365,1220,96585
42924,12290,55214
44279,80857,125136
44735,39950,84685
85174,10828,96002
71465,81131,152596
19935,86843,106778
97516,77349,174865
36848,44974,81822
15928,15643,31571
46720,41768,88488
6959,16018,22977
23151,96015,119166
55744,82627,138371
34066,92306,126372
97745,4055,101800
20033,11521,31554
71573,80533,152106
9881,3669,13550
86668,99543,186211
22822,41602,64424
83901,17897,101798
5835,96367,102202
75715,89971,165686
18568,97395,115963
54671,81251,135922
22609,84355,106964
30547,54437,84984
54520,58805,113325
20961,38952,59913
25405,53587,78992
33932,36840,70772
48859,64808,113667
96651,84442,181093
33511,95297,128808
13002,3593,16595
67106,6963,74069
50939,51496,102435
46801,19516,66317
21183,14907,36090
76756,97653,174409
92192,92765,184957
96438,6312,102750
40273,34509,74782
77296,59520,136816
92207,45887,138094
11093,88620,99713
70760,22116,92876
98366,5789,104155
44371,20236,64607
93720,14936,108656
47129,21592,68721
96598,87768,184366
70789,38923,109712
81621,12498,94119
48041,27645,75686
21535,32858,54393
85794,92822,178616
29097,39488,68585
43884,45709,89593
82604,35848,118452
37052,19639,56691
56095,55740,111835
29754,59758,89512
41574,14831,56405
66013,13713,79726
90247,85034,175281
53835,64419,118254
83806,89788,173594
54037,48060,102097
42720,1935,44655
96904,26574,123478
24215,79081,103296
65808,62059,127867
76509,70190,146699
63193,45321,108514
91277,93971,185248
66929,77271,144200
49637,84113,133750
41408,38484,79892
27911,54188,82099
22669,24210,46879
86731,80595,167326
45820,69161,114981
49468,39055,88523
4027,14990,19017
19759,87296,107055
28924,25100,54024
49876,28808,78684
6705,52749,59454
80444,18790,99234
28937,42851,71788
26653,83236,109889
82368,21999,104367
94893,56002,150895
20982,79573,100555
1141,49088,50229
67450,35453,102903
22934,62203,85137
53902,25645,79547
16342,2477,18819
30027,95953,125980
94530,7631,102161
76683,56569,133252
84635,55170,139805
53671,50303,103974
13019,68881,81900
70591,21032,91623
16662,9027,25689
99802,44114,143916
6076,97392,103468
41152,12089,53241
2780,73062,75842
61383,43209,104592
1408,78376,79784
14737,33672,48409
5897,35358,41255
91138,35713,126851
30385,49781,80166
76486,85707,162193
59194,87255,146449
74810,78938,153748
2471,17974,20445
90570,73054,163624
81356,3537,84893
52675,43830,96505
96110,70114,166224
77298,88278,165576
58389,44879,103268
54766,74689,129455
72498,80775,153273
55228,29106,84334
96503,32391,128894
59837,36028,95865
5205,37543,42748
40558,15926,56484
13663,81830,95493
16701,6105,22806
39566,97507,137073
73443,55613,129056
55108,76080,131188
57986,86946,144932
21195,73943,95138
95044,41827,136871
85352,73675,159027
78690,15531,94221
9425,77345,86770
19248,52882,72130
27052,90533,117585
35787,81224,117011
51919,50513,102432
65578,37982,103560
57824,79235,137059
49725,50835,100560
82105,2481,84586
23615,38801,62416
45035,79339,124374
93447,66410,159857
5629,5677,11306
81354,64761,146115
57179,72903,130082
40367,49863,90230
96813,92283,189096
75492,36523,112015
82335,69381,151716
54641,45870,100511
25757,99549,125306
83021,28945,111966
19851,54636,74487
62099,90309,152408
8278,79999,88277
49397,86569,135966
27423,73006,100429
17081,87398,104479
42361,89184,131545
47654,75212,122866
47097,10955,58052
40819,22012,62831
93481,63345,156826
44332,24888,69220
44611,41619,86230
74482,27951,102433
10332,58991,69323
98848,17050,115898
30498,33500,63998
85275,39575,124850
80825,31163,111988
76004,37948,113952
43280,1396,44676
16922,31089,48011
18528,15510,34038
64144,57281,121425
62868,996,63864
45634,95734,141368
97687,99818,197505
85544,42172,127716
97758,8568,106326
28853,62933,91786
54718,86106,140824
70246,82823,153069
81201,95592,176793
81763,71120,152883
11611,87876,99487
50225,4437,54662
9516,64604,74120
58274,77701,135975
9306,78273,87579
41605,45055,86660
28342,57949,86291
72776,90103,162879
86100,85912,172012
82340,37524,119864
17318,56539,73857
43621,31431,75052
7853,47071,54924
84821,36771,121592
25073,12081,37154
59885,57840,117725
38579,67462,106041
17834,54891,72725
78305,83454,161759
47889,27827,75716
76271,72403,148674
56149,12036,68185
27164,25566,52730
77066,63366,140432
12142,79266,91408
94748,56225,150973
8069,45909,53978
57801,41240,99041
67888,69801,137689
24619,74670,99289
99057,3465,102522
36721,84086,120807
28033,68204,96237
60621,20586,81207
3687,79885,83572
55583,83797,139380
72106,69269,141375
40549,48304,88853
51855,9918,61773
94905,72725,167630
63084,76712,139796
63214,21752,84966
70989,97146,168135
61830,45972,107802
76876,3568,80444
52815,1196,54011
55638,79624,135262
12585,90035,102620
52281,61903,114184
25243,56742,81985
8089,73842,81931
44044,78591,122635
28263,30085,58348
16133,3674,19807
49302,16301,65603
49862,18527,68389
62002,47991,109993
38620,63959,102579
4892,98152,103044
31923,7796,39719
75739,79887,155626
42434,26439,68873
10134,92403,102537
64798,27036,91834
86149,14402,100551
75212,10070,85282
64684,80687,145371
8569,15259,23828
43478,37822,81300
93146,47475,140621
58566,46317,104883
7408,17377,24785
35044,94043,129087
89066,84734,173800
16036,94547,110583
12631,11018,23649
64816,28499,93315
67724,11613,79337
32638,87627,120265
19508,33650,53158
84730,6799,91529
46558,88716,135274
58792,52692,111484
81354,79058,160412
44630,57772,102402
19756,65752,85508
58610,8884,67494
1522,48722,50244
86741,5351,92092
10588,62216,72804
79625,25949,105574
17483,39151,56634
72265,49383,121648
37375,16450,53825
48470,47299,95769
96436,5866,102302
57362,83488,140850
5100,37127,42227
40269,10593,50862
31601,61310,92911
96177,49831,146008
5043,38767,43810
43912,59630,103542
49775,98565,148340
64724,53003,117727
20043,37960,58003
22827,36813,59640
693,70951,71644
36870,93585,130455
4343,11563,15906
22156,38119,60275
67500,96435,163935
21947,5585,27532
40060,3372,43432
10000,29345,39345
76789,86542,163331
7954,18488,26442
47767,57064,104831
93632,84100,177732
33578,89788,123366
63906,37256,101162
91077,13139,104216
33465,88744,122209
63233,40838,104071
21019,216,21235
33789,31744,65533
45125,80445,125570
59519,89549,149068
13445,17816,31261
1430,85781,87211
90135,88235,178370
12581,66753,79334
10504,47342,57846
36126,80286,116412
8928,3926,12854
45310,77526,122836
96916,7960,104876
49153,58412,107565
75902,13908,89810
63427,9775,73202
78866,64000,142866
31217,11755,42972
60622,51009,111631
57197,69912,127109
34760,8998,43758
53426,10384,63810
5307,69406,74713
70887,64217,135104
73833,30066,103899
61280,74372,135652
50791,73350,124141
93242,57315,150557
67409,61274,128683
74400,12793,87193
93128,29632,122760
82931,6365,89296
38387,89031,127418
19295,80537,99832
42031,44203,86234
92838,9110,101948
26985,57874,84859
35254,90748,126002
11349,5727,17076
81444,9313,90757
91750,66971,158721
2028,18099,20127
57648,49566,107214
15113,46931,62044
18820,52397,71217
67899,57015,124914
44803,79991,124794
3050,87758,90808
65459,673,66132
80332,72545,152877
64690,98847,163537
40038,88346,128384
29592,47325,76917
54132,49425,103557
79361,85789,165150
62706,70233,132939
21501,36567,58068
98814,10967,109781
51763,30802,82565
73925,13010,86935
90533,99251,189784
95487,73314,168801
45243,64733,109976
78324,38110,116434
82193,6070,88263
56865,74876,131741
67711,92507,160218
55212,74222,129434
6076,23410,29486
68578,27643,96221
40695,6810,47505
98205,22848,121053
69577,5649,75226
42163,39503,81666
60175,75815,135990
20,47360,47380
65457,10431,75888
96432,7191,103623
24220,6162,30382
